img_id,Entropy,Complexity,Fisher,Smoothness,Curve structure,Up-down balance,Persistence,Distance to White Noise,Label
1,0.9865574335004614,0.0175190187283102,0.0217877531407655,0.1000251952632905,0.1252204585537918,0.0068027210884352984,-0.1555177626606199,0.0035549903919650416,Pulmonary Consolidation
2,0.9836962640067232,0.0213507016861173,0.0246908461096721,0.1048122952884858,0.1400856638951877,0.0196523053665911,-0.1406525573192241,0.004256445819931888,Pulmonary Consolidation
3,0.9837776856072152,0.0213373232399594,0.0254499257948896,0.1068279163517259,0.1345427059712774,0.011841773746535597,-0.139896699420509,0.0042003293856945345,Pulmonary Consolidation
4,0.9852611205380278,0.0194136753352347,0.022145049689911,0.108843537414966,0.1375661375661376,0.010582010582010602,-0.140148652053414,0.0038109422730113994,Pulmonary Consolidation
5,0.98459697789336,0.0201678559747524,0.0252043761774396,0.0924666162761401,0.1443688586545729,0.016880826404635896,-0.14745527840765948,0.004035281049702341,Pulmonary Consolidation
6,0.9838057368613042,0.0215350582481154,0.0258377507323224,0.1080876795162509,0.1418493323255228,0.0113378684807256,-0.1419123204837492,0.0040995229404808394,Pulmonary Consolidation
7,0.981281604521676,0.0246426653270598,0.0267665540756895,0.1201814058956916,0.1514235323759133,0.017636684303351004,-0.1330939783320736,0.004830940989443196,Pulmonary Consolidation
8,0.9804959439794956,0.0252831815349956,0.029337901667213,0.1254724111866968,0.1365583270345175,0.016628873771730904,-0.13460569412950368,0.005187445395186331,Pulmonary Consolidation
9,0.9783881535889628,0.0276380588807841,0.0324943197140635,0.1211892164273116,0.1312673217435122,0.0234315948601663,-0.1252834467120183,0.005933971714904891,Pulmonary Consolidation
10,0.980177326241078,0.0258163946839996,0.0266073504647457,0.1146384479717813,0.1292517006802721,0.018644494834971007,-0.12402368354749321,0.005234166770297978,Pulmonary Consolidation
11,0.9728856922068736,0.034544718205928,0.0308921386506105,0.1315192743764172,0.1466364323507181,0.017888636936256003,-0.10260770975056699,0.007399093097481804,Pulmonary Consolidation
12,0.9858610771958404,0.0182940910845301,0.0177938192349753,0.0944822373393802,0.0985134794658603,0.0073066263542453935,-0.1272990677752584,0.0037929139163107137,Pulmonary Consolidation
13,0.9851616011791532,0.0192410518807034,0.0180508011759394,0.0957420005039053,0.1189216427311665,0.000251952632904999,-0.1363693625598388,0.003947170630334196,Pulmonary Consolidation
14,0.9854003699562608,0.019014929773239,0.0192072633484036,0.0949861426051902,0.1287477954144621,0.0068027210884354025,-0.138384983623079,0.003858552369932227,Pulmonary Consolidation
